timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-20T13:27:41,lifelines,54bc0a45-bdaf-4856-9592-3b0e09c2af13,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.437272899999698,1.3285130111436455e-06,2.9939853623691615e-07,6.667496654000002,0.0,10.0,5.433863679558341e-06,0.0,8.074423333331046e-06,1.3508287012889389e-05,0.0,Brazil,BRA,ceará,,,Windows-10-10.0.19045-SP0,3.13.3,3.2.8,8,AMD Ryzen 5 1500X Quad-Core Processor,1,1 x NVIDIA GeForce GTX 960,-38.5287,-3.717,15.927349090576172,machine,0.0,3.0,68.5,10.916114807128906,N,1.0,0.0
2026-06-21T23:37:37,lifelines,79b1d63e-7af4-4b5c-9796-68debc8d0f91,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10.345024299999977,2.806116159234278e-06,2.7125273734101173e-07,8.02258802475,0.0,10.0,1.2538499358523752e-05,0.0,1.5994019444444044e-05,2.8532518802967804e-05,0.0,Brazil,BRA,ceará,,,Windows-10-10.0.19045-SP0,3.13.3,3.2.8,8,AMD Ryzen 5 1500X Quad-Core Processor,1,1 x NVIDIA GeForce GTX 960,-38.5287,-3.717,15.927349090576172,machine,0.0,14.875,59.2375,9.437604427337646,N,1.0,0.0
